timestamp,field1,field2,field3,total_kW
2022-11-28 14:13:53+00:00,4511.130952380952,1531.0396825396826,2506.0714285714284,8.548242063492063
2022-11-28 14:43:53+00:00,4406.413793103448,3794.103448275862,2365.448275862069,10.565965517241379
2022-11-28 15:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 15:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 16:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 16:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 17:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 17:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 18:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 18:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 19:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 19:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 20:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 20:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 21:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 21:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 22:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 22:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 23:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-28 23:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 00:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 00:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 01:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 01:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 02:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 02:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 03:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 03:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 04:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 04:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 05:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 05:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 06:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 06:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 07:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 07:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 08:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 08:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 09:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 09:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 10:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 10:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 11:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 11:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 12:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 12:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 13:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 13:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 14:13:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 14:43:53+00:00,0.0,0.0,0.0,0.0
2022-11-29 15:13:53+00:00,2752.4565217391305,4918.188405797101,1072.4710144927535,8.743115942028986
2022-11-29 15:43:53+00:00,1876.2255639097743,2840.9323308270677,788.0563909774436,5.505214285714286
2022-11-29 16:13:53+00:00,2158.096525096525,3724.6563706563707,313.9150579150579,6.196667953667954
2022-11-29 16:43:53+00:00,3916.8383458646617,1892.233082706767,724.2368421052631,6.533308270676692
2022-11-29 17:13:53+00:00,5403.372623574144,2745.403041825095,768.3155893536122,8.917091254752851
2022-11-29 17:43:53+00:00,5513.382239382239,2711.1737451737454,860.03861003861,9.084594594594593
2022-11-29 18:13:53+00:00,4920.155303030303,2783.6439393939395,1093.2613636363637,8.797060606060606
2022-11-29 18:43:53+00:00,4770.770992366412,3890.0419847328244,779.263358778626,9.440076335877862
2022-11-29 19:13:53+00:00,4284.95703125,2143.96484375,1005.77734375,7.43469921875
2022-11-29 19:43:53+00:00,4683.594594594595,1411.019305019305,648.5868725868726,6.743200772200772
2022-11-29 20:13:53+00:00,5275.592307692307,1542.4076923076923,674.2846153846153,7.492284615384615
2022-11-29 20:43:53+00:00,4165.763358778626,1850.828244274809,642.3854961832061,6.658977099236641
2022-11-29 21:13:53+00:00,2690.0,1317.7635658914728,408.6821705426357,4.416445736434109
2022-11-29 21:43:53+00:00,4345.800766283525,1236.8429118773947,686.4597701149426,6.269103448275862
2022-11-29 22:13:53+00:00,1919.9140625,1680.609375,164.4375,3.7649609375
2022-11-29 22:43:53+00:00,1517.6015325670498,2626.2988505747126,440.50191570881225,4.584402298850575
2022-11-29 23:13:53+00:00,1543.7718631178707,1406.3003802281369,837.2661596958175,3.7873384030418253
2022-11-29 23:43:53+00:00,1713.1412639405205,1154.7769516728624,382.4275092936803,3.2503457249070635
2022-11-30 00:13:53+00:00,1491.303846153846,1072.1115384615384,383.2730769230769,2.9466884615384616
2022-11-30 00:43:53+00:00,1529.360465116279,1039.1627906976744,508.20542635658916,3.0767286821705424
2022-11-30 01:13:53+00:00,1611.4674329501916,1030.8199233716475,433.3103448275862,3.0755977011494253
2022-11-30 01:43:53+00:00,1551.5075757575758,923.0833333333334,621.8598484848485,3.0964507575757576
2022-11-30 02:13:53+00:00,1564.3878326996198,846.212927756654,442.84410646387835,2.853444866920152
