timestamp,total_kW,kwh
2022-11-28 00:00:00+00:00,8.756476868327402,210.15544483985764
2022-11-29 00:00:00+00:00,6.532824136384029,156.7877792732167
2022-11-30 00:00:00+00:00,7.648469962956998,183.56327911096795
2022-12-01 00:00:00+00:00,5.974458146606914,143.38699551856595
2022-12-02 00:00:00+00:00,4.4065549260308465,105.75731822474032
2022-12-03 00:00:00+00:00,4.7933747795414465,115.04099470899472
2022-12-04 00:00:00+00:00,3.733309245313251,89.59942188751802
2022-12-05 00:00:00+00:00,5.290618468432424,126.97484324237817
2022-12-06 00:00:00+00:00,8.39159223378703,201.39821361088872
2022-12-07 00:00:00+00:00,9.99500732302685,239.88017575264442
2022-12-08 00:00:00+00:00,7.2302037007369435,173.52488881768664
2022-12-09 00:00:00+00:00,3.901926288579038,93.64623092589692
2022-12-10 00:00:00+00:00,3.4822595662277305,83.57422958946553
2022-12-11 00:00:00+00:00,3.524080333693805,84.57792800865133
2022-12-12 00:00:00+00:00,6.584542243872735,158.02901385294564
