Time,Venue 9,Celsius(�C),Humidity(%rh),voltage
2023-02-13T18:23:40Z,1882,20,38,
2023-02-13T18:28:20Z,1883,20,38,
2023-02-13T18:33:19Z,1884,20,39,
2023-02-13T18:38:19Z,1885,20,39,
2023-02-13T18:43:19Z,1886,20,39,
2023-02-13T18:48:38Z,1887,20,40,
2023-02-13T18:53:18Z,1888,20,39,
2023-02-13T18:58:37Z,1889,20,39,
2023-02-13T19:03:37Z,1890,20,39,
2023-02-13T19:08:16Z,1891,20,40,
2023-02-13T19:13:16Z,1892,20,40,
2023-02-13T19:18:15Z,1893,20,40,
2023-02-13T19:23:35Z,1894,20,40,
2023-02-13T19:28:15Z,1895,20,39,
2023-02-13T19:33:34Z,1896,20,39,
2023-02-13T19:38:14Z,1897,20,39,
2023-02-13T19:43:13Z,1898,21,39,
2023-02-13T19:48:13Z,1899,21,39,
2023-02-13T19:53:12Z,1900,21,39,
2023-02-13T19:58:12Z,1901,21,39,
2023-02-13T20:03:31Z,1902,21,39,
2023-02-13T20:08:31Z,1903,21,40,
2023-02-13T20:13:10Z,1904,21,39,
2023-02-13T20:18:30Z,1905,21,40,
2023-02-13T20:23:09Z,1906,21,40,
2023-02-13T20:28:29Z,1907,21,41,
2023-02-13T20:33:28Z,1908,21,40,
2023-02-13T20:38:08Z,1909,21,41,
2023-02-13T20:43:07Z,1910,21,40,
2023-02-13T20:48:07Z,1911,21,40,
2023-02-13T20:53:06Z,1912,20,38,
2023-02-13T20:58:05Z,1913,20,38,
2023-02-13T21:03:25Z,1914,20,39,
2023-02-13T21:08:04Z,1915,20,39,
2023-02-13T21:13:23Z,1916,20,38,
2023-02-13T21:18:23Z,1917,20,38,
2023-02-13T21:23:02Z,1918,20,38,
2023-02-13T21:28:22Z,1919,20,38,
2023-02-13T21:33:01Z,1920,20,38,
2023-02-13T21:38:00Z,1921,19,38,
2023-02-13T21:43:00Z,1922,19,38,
2023-02-13T21:47:59Z,1923,19,38,
2023-02-13T21:52:58Z,1924,19,38,
2023-02-13T21:57:58Z,1925,19,38,
2023-02-13T22:03:17Z,1926,19,38,
2023-02-13T22:07:57Z,1927,19,38,
2023-02-13T22:13:16Z,1928,19,38,
2023-02-13T22:17:55Z,1929,19,38,
2023-02-13T22:22:55Z,1930,18,38,
2023-02-13T22:28:34Z,1931,18,38,
2023-02-13T22:32:53Z,1932,18,38,
2023-02-13T22:37:53Z,1933,18,38,
2023-02-13T22:42:53Z,1934,18,38,
2023-02-13T22:48:12Z,1935,18,38,
2023-02-13T22:52:52Z,1936,18,38,
2023-02-13T22:57:51Z,1937,18,38,
2023-02-13T23:03:10Z,1938,18,38,
2023-02-13T23:07:50Z,1939,18,38,
2023-02-13T23:13:09Z,1940,18,38,
2023-02-13T23:17:48Z,1941,17,38,
2023-02-13T23:22:48Z,1942,17,38,
2023-02-13T23:27:47Z,1943,17,38,
2023-02-13T23:32:47Z,1944,17,38,
2023-02-13T23:37:46Z,1945,17,38,
2023-02-13T23:42:46Z,1946,17,38,
2023-02-13T23:53:05Z,1947,17,39,39
2023-02-13T23:57:44Z,1948,17,39,
2023-02-14T00:03:04Z,1949,17,39,
2023-02-14T00:07:43Z,1950,17,39,
2023-02-14T00:12:42Z,1951,17,39,
2023-02-14T00:17:42Z,1952,17,39,
2023-02-14T00:23:01Z,1953,16,39,
2023-02-14T00:28:00Z,1954,16,39,
2023-02-14T00:32:40Z,1955,16,39,
2023-02-14T00:37:59Z,1956,16,39,
2023-02-14T00:43:19Z,1957,16,39,
2023-02-14T00:52:38Z,1958,16,39,39
2023-02-14T00:57:37Z,1959,16,39,
2023-02-14T01:02:57Z,1960,16,39,
2023-02-14T01:07:56Z,1961,16,39,
2023-02-14T01:12:55Z,1962,16,39,
2023-02-14T01:17:35Z,1963,16,39,
2023-02-14T01:22:34Z,1964,16,39,
2023-02-14T01:27:34Z,1965,16,39,
2023-02-14T01:32:33Z,1966,16,39,
2023-02-14T01:37:33Z,1967,16,39,
2023-02-14T01:42:32Z,1968,16,39,
2023-02-14T01:52:31Z,1969,15,39,39
2023-02-14T01:58:10Z,1970,15,39,
2023-02-14T02:02:30Z,1971,15,39,
2023-02-14T02:07:29Z,1972,15,39,
2023-02-14T02:12:29Z,1973,15,39,
2023-02-14T02:17:28Z,1974,15,39,
2023-02-14T02:22:27Z,1975,15,39,
2023-02-14T02:27:27Z,1976,15,39,
2023-02-14T02:32:26Z,1977,15,39,
2023-02-14T02:37:26Z,1978,15,39,
2023-02-14T02:42:25Z,1979,15,39,
2023-02-14T02:53:04Z,1980,15,39,39
2023-02-14T02:57:24Z,1981,15,39,
2023-02-14T03:02:43Z,1982,15,39,
2023-02-14T03:07:23Z,1983,15,39,
2023-02-14T03:12:42Z,1984,15,39,
2023-02-14T03:17:42Z,1985,15,39,
2023-02-14T03:22:21Z,1986,15,39,
2023-02-14T03:27:40Z,1987,15,39,
2023-02-14T03:33:00Z,1988,15,39,
2023-02-14T03:37:19Z,1989,15,39,
2023-02-14T03:42:18Z,1990,14,39,
2023-02-14T03:52:18Z,1991,14,39,39
2023-02-14T03:57:17Z,1992,14,39,
2023-02-14T04:02:37Z,1993,14,39,
2023-02-14T04:07:16Z,1994,14,39,
2023-02-14T04:12:16Z,1995,14,39,
2023-02-14T04:17:15Z,1996,14,39,
2023-02-14T04:22:15Z,1997,14,40,
2023-02-14T04:27:14Z,1998,14,40,
2023-02-14T04:32:34Z,1999,14,40,
2023-02-14T04:37:14Z,2000,14,40,
2023-02-14T04:42:13Z,2001,14,40,
2023-02-14T04:52:32Z,2002,14,40,38
2023-02-14T04:57:32Z,2003,14,40,
2023-02-14T05:02:31Z,2004,14,40,
2023-02-14T05:07:51Z,2005,14,40,
2023-02-14T05:12:10Z,2006,14,40,
2023-02-14T05:17:09Z,2007,14,40,
2023-02-14T05:22:09Z,2008,14,40,
2023-02-14T05:27:08Z,2009,14,40,
2023-02-14T05:32:08Z,2010,14,40,
2023-02-14T05:37:28Z,2011,14,40,
2023-02-14T05:42:07Z,2012,14,40,
2023-02-14T05:52:26Z,2013,14,40,38
2023-02-14T05:57:26Z,2014,14,40,
2023-02-14T06:02:25Z,2015,14,40,
2023-02-14T06:07:25Z,2016,14,40,
2023-02-14T06:12:04Z,2017,14,40,
2023-02-14T06:17:24Z,2018,14,40,
2023-02-14T06:22:03Z,2019,13,40,
2023-02-14T06:27:03Z,2020,13,40,
2023-02-14T06:32:02Z,2021,13,40,
2023-02-14T06:37:22Z,2022,13,40,
2023-02-14T06:42:01Z,2023,13,40,
2023-02-14T06:47:00Z,2024,13,40,
2023-02-14T06:52:20Z,2025,13,40,
2023-02-14T06:56:59Z,2026,13,40,
2023-02-14T07:02:19Z,2027,13,40,
2023-02-14T07:07:18Z,2028,13,40,
2023-02-14T07:11:58Z,2029,13,40,
2023-02-14T07:16:57Z,2030,13,40,
2023-02-14T07:22:36Z,2031,13,40,
2023-02-14T07:26:56Z,2032,13,40,
2023-02-14T07:32:35Z,2033,13,40,
2023-02-14T07:36:54Z,2034,13,40,
2023-02-14T07:42:14Z,2035,13,41,
2023-02-14T07:47:14Z,2036,13,40,
2023-02-14T07:51:54Z,2037,14,41,
2023-02-14T07:56:53Z,2038,14,42,
2023-02-14T08:01:53Z,2039,14,42,
2023-02-14T08:06:53Z,2040,15,41,
2023-02-14T08:11:53Z,2041,15,41,
2023-02-14T08:16:53Z,2042,15,41,
2023-02-14T08:21:52Z,2043,15,41,
2023-02-14T08:26:52Z,2044,16,40,
2023-02-14T08:32:12Z,2045,16,40,
2023-02-14T08:36:52Z,2046,16,40,
2023-02-14T08:42:12Z,2047,16,40,
2023-02-14T08:46:52Z,2048,16,39,
2023-02-14T08:52:12Z,2049,16,39,
2023-02-14T08:57:11Z,2050,17,39,
2023-02-14T09:02:31Z,2051,17,39,
2023-02-14T09:06:50Z,2052,17,38,
2023-02-14T09:11:50Z,2053,17,39,
2023-02-14T09:16:50Z,2054,17,39,
2023-02-14T09:22:09Z,2055,17,39,
2023-02-14T09:26:49Z,2056,17,40,
2023-02-14T09:31:48Z,2057,17,41,
2023-02-14T09:36:49Z,2058,17,41,
2023-02-14T09:42:08Z,2059,17,40,
2023-02-14T09:47:27Z,2060,18,40,
2023-02-14T09:52:07Z,2061,18,40,
2023-02-14T09:56:47Z,2062,18,40,
2023-02-14T10:01:46Z,2063,18,40,
2023-02-14T10:06:46Z,2064,18,40,
2023-02-14T10:12:05Z,2065,18,40,
2023-02-14T10:16:45Z,2066,18,40,
2023-02-14T10:21:44Z,2067,18,40,
2023-02-14T10:26:44Z,2068,18,40,
2023-02-14T10:32:03Z,2069,18,37,
2023-02-14T10:36:43Z,2070,18,39,
2023-02-14T10:42:02Z,2071,18,40,
2023-02-14T10:47:02Z,2072,19,40,
2023-02-14T10:51:41Z,2073,19,40,
2023-02-14T10:56:41Z,2074,19,40,
2023-02-14T11:01:41Z,2075,19,40,
2023-02-14T11:06:41Z,2076,19,37,
2023-02-14T11:11:40Z,2077,19,40,
2023-02-14T11:16:40Z,2078,19,40,
2023-02-14T11:21:59Z,2079,19,40,
2023-02-14T11:26:39Z,2080,19,40,
2023-02-14T11:31:38Z,2081,19,40,
2023-02-14T11:36:58Z,2082,19,37,
2023-02-14T11:41:37Z,2083,19,38,
2023-02-14T11:46:36Z,2084,19,38,
2023-02-14T11:51:56Z,2085,19,38,
2023-02-14T11:56:56Z,2086,19,39,
2023-02-14T12:01:35Z,2087,19,39,
2023-02-14T12:07:15Z,2088,19,39,
2023-02-14T12:11:34Z,2089,19,40,
2023-02-14T12:16:54Z,2090,19,39,
2023-02-14T12:21:53Z,2091,19,40,
2023-02-14T12:26:32Z,2092,19,40,
2023-02-14T12:31:32Z,2093,19,40,
2023-02-14T12:36:32Z,2094,19,40,
2023-02-14T12:41:31Z,2095,19,39,
2023-02-14T12:46:51Z,2096,19,40,
2023-02-14T12:51:31Z,2097,19,39,
2023-02-14T12:56:50Z,2098,19,40,
2023-02-14T13:02:09Z,2099,19,40,
2023-02-14T13:07:09Z,2100,19,40,
2023-02-14T13:11:29Z,2101,19,40,
2023-02-14T13:16:28Z,2102,19,39,
2023-02-14T13:21:48Z,2103,19,40,
2023-02-14T13:26:48Z,2104,19,39,
2023-02-14T13:31:28Z,2105,19,40,
2023-02-14T13:37:27Z,2106,20,40,
2023-02-14T13:41:27Z,2107,20,40,
2023-02-14T13:46:27Z,2108,20,40,
2023-02-14T13:51:27Z,2109,20,40,
2023-02-14T13:56:26Z,2110,20,37,
2023-02-14T14:01:46Z,2111,20,38,
2023-02-14T14:06:25Z,2112,20,39,
2023-02-14T14:11:25Z,2113,20,39,
2023-02-14T14:16:25Z,2114,20,39,
2023-02-14T14:21:24Z,2115,20,38,
2023-02-14T14:26:44Z,2116,20,40,
2023-02-14T14:31:23Z,2117,20,40,
2023-02-14T14:36:23Z,2118,20,40,
2023-02-14T14:41:22Z,2119,20,40,
2023-02-14T14:46:42Z,2120,20,39,
2023-02-14T14:51:41Z,2121,20,39,
2023-02-14T14:56:41Z,2122,20,39,
2023-02-14T15:01:40Z,2123,20,39,
2023-02-14T15:06:40Z,2124,20,40,
2023-02-14T15:11:20Z,2125,20,38,
2023-02-14T15:16:19Z,2126,20,39,
2023-02-14T15:21:39Z,2127,20,40,
2023-02-14T15:26:58Z,2128,20,39,
2023-02-14T15:31:38Z,2129,20,40,
2023-02-14T15:36:37Z,2130,20,40,
2023-02-14T15:41:17Z,2131,20,40,
2023-02-14T15:46:16Z,2132,20,40,
2023-02-14T15:51:16Z,2133,20,40,
2023-02-14T15:56:15Z,2134,20,40,
2023-02-14T16:01:35Z,2135,20,40,
2023-02-14T16:06:54Z,2136,20,40,
2023-02-14T16:11:14Z,2137,20,40,
2023-02-14T16:16:14Z,2138,20,39,
2023-02-14T16:21:33Z,2139,20,40,
2023-02-14T16:26:33Z,2140,20,39,
2023-02-14T16:31:32Z,2141,20,39,
2023-02-14T16:36:12Z,2142,20,40,
2023-02-14T16:41:31Z,2143,20,40,
2023-02-14T16:46:11Z,2144,20,41,
2023-02-14T16:51:10Z,2145,20,39,
2023-02-14T16:56:10Z,2146,20,38,
2023-02-14T17:01:29Z,2147,20,38,
2023-02-14T17:06:09Z,2148,20,38,
2023-02-14T17:11:28Z,2149,20,39,
2023-02-14T17:16:27Z,2150,20,39,
2023-02-14T17:21:07Z,2151,20,38,
2023-02-14T17:26:06Z,2152,20,38,
2023-02-14T17:31:06Z,2153,20,38,
2023-02-14T17:36:45Z,2154,20,38,
2023-02-14T17:41:25Z,2155,20,39,
2023-02-14T17:46:24Z,2156,20,37,
2023-02-14T17:51:44Z,2157,19,38,
2023-02-14T17:56:23Z,2158,20,38,
2023-02-14T18:01:03Z,2159,20,38,
2023-02-14T18:06:23Z,2160,20,38,
2023-02-14T18:11:03Z,2161,20,40,
2023-02-14T18:16:02Z,2162,20,40,
2023-02-14T18:21:22Z,2163,20,40,
2023-02-14T18:26:02Z,2164,20,41,
2023-02-14T18:31:22Z,2165,20,41,
2023-02-14T18:36:21Z,2166,20,41,
2023-02-14T18:41:01Z,2167,20,41,
2023-02-14T18:46:20Z,2168,20,41,
2023-02-14T18:51:00Z,2169,20,42,
2023-02-14T18:56:19Z,2170,20,41,
2023-02-14T19:01:39Z,2171,20,36,
2023-02-14T19:05:58Z,2172,20,35,
2023-02-14T19:10:58Z,2173,20,38,
2023-02-14T19:15:57Z,2174,20,39,
2023-02-14T19:21:17Z,2175,20,39,
2023-02-14T19:25:57Z,2176,20,40,
2023-02-14T19:30:57Z,2177,20,40,
2023-02-14T19:36:16Z,2178,20,40,
2023-02-14T19:40:56Z,2179,20,40,
2023-02-14T19:45:56Z,2180,21,40,
2023-02-14T19:50:55Z,2181,21,41,
2023-02-14T19:55:55Z,2182,21,41,
2023-02-14T20:01:15Z,2183,21,41,
2023-02-14T20:05:54Z,2184,21,38,
2023-02-14T20:10:53Z,2185,20,39,
2023-02-14T20:16:13Z,2186,20,39,
2023-02-14T20:21:32Z,2187,20,39,
2023-02-14T20:25:51Z,2188,20,39,
2023-02-14T20:31:31Z,2189,20,38,
2023-02-14T20:35:51Z,2190,20,38,
2023-02-14T20:40:50Z,2191,20,38,
2023-02-14T20:46:10Z,2192,20,38,
2023-02-14T20:51:10Z,2193,20,38,
2023-02-14T20:55:49Z,2194,20,38,
2023-02-14T21:01:08Z,2195,20,38,
2023-02-14T21:06:28Z,2196,20,38,
2023-02-14T21:10:47Z,2197,20,38,
2023-02-14T21:15:46Z,2198,20,38,
2023-02-14T21:20:46Z,2199,19,38,
2023-02-14T21:25:45Z,2200,19,38,
2023-02-14T21:30:44Z,2201,19,38,
2023-02-14T21:36:04Z,2202,19,38,
2023-02-14T21:40:43Z,2203,19,38,
2023-02-14T21:45:43Z,2204,19,38,
2023-02-14T21:51:42Z,2205,19,38,
2023-02-14T21:55:41Z,2206,19,38,
2023-02-14T22:00:41Z,2207,19,38,
2023-02-14T22:05:40Z,2208,19,38,
2023-02-14T22:10:40Z,2209,19,38,
2023-02-14T22:15:39Z,2210,18,38,
2023-02-14T22:20:58Z,2211,18,38,
2023-02-14T22:25:38Z,2212,18,38,
2023-02-14T22:30:38Z,2213,18,38,
2023-02-14T22:35:57Z,2214,18,38,
2023-02-14T22:40:36Z,2215,18,38,
2023-02-14T22:45:36Z,2216,18,38,
2023-02-14T22:50:55Z,2217,18,38,
2023-02-14T22:55:55Z,2218,18,38,
2023-02-14T23:00:54Z,2219,18,38,
2023-02-14T23:05:34Z,2220,18,38,
2023-02-14T23:10:33Z,2221,18,38,
2023-02-14T23:15:33Z,2222,18,39,
2023-02-14T23:20:32Z,2223,18,39,
2023-02-14T23:25:32Z,2224,18,39,
2023-02-14T23:30:31Z,2225,18,39,
2023-02-14T23:35:31Z,2226,17,39,
2023-02-14T23:40:30Z,2227,17,39,
2023-02-14T23:50:50Z,2228,17,39,39
2023-02-14T23:55:49Z,2229,17,39,
2023-02-15T00:01:29Z,2230,17,39,
2023-02-15T00:05:28Z,2231,17,39,
2023-02-15T00:10:28Z,2232,17,39,
2023-02-15T00:15:27Z,2233,17,39,
2023-02-15T00:20:27Z,2234,17,39,
2023-02-15T00:25:26Z,2235,17,39,
2023-02-15T00:30:45Z,2236,17,39,
2023-02-15T00:35:45Z,2237,17,39,
2023-02-15T00:40:44Z,2238,17,39,
2023-02-15T00:50:23Z,2239,17,39,39
2023-02-15T00:55:23Z,2240,17,39,
2023-02-15T01:01:02Z,2241,17,40,
2023-02-15T01:05:21Z,2242,17,40,
2023-02-15T01:10:21Z,2243,17,40,
2023-02-15T01:15:21Z,2244,17,39,
2023-02-15T01:20:40Z,2245,17,40,
2023-02-15T01:25:39Z,2246,17,40,
2023-02-15T01:30:19Z,2247,17,40,
2023-02-15T01:35:18Z,2248,17,40,
2023-02-15T01:40:18Z,2249,16,40,
2023-02-15T01:50:37Z,2250,16,40,39
2023-02-15T01:55:16Z,2251,16,40,
2023-02-15T02:00:36Z,2252,16,40,
2023-02-15T02:05:15Z,2253,16,40,
2023-02-15T02:10:14Z,2254,16,40,
2023-02-15T02:15:34Z,2255,16,40,
2023-02-15T02:20:33Z,2256,16,40,
2023-02-15T02:25:33Z,2257,16,40,
2023-02-15T02:30:53Z,2258,16,40,
2023-02-15T02:35:12Z,2259,16,40,
2023-02-15T02:40:11Z,2260,16,40,
2023-02-15T02:50:11Z,2261,16,40,39
2023-02-15T02:55:10Z,2262,16,40,
2023-02-15T03:00:29Z,2263,16,40,
2023-02-15T03:05:09Z,2264,16,40,
2023-02-15T03:10:08Z,2265,16,40,
2023-02-15T03:15:07Z,2266,16,40,
2023-02-15T03:21:07Z,2267,16,40,
2023-02-15T03:25:47Z,2268,16,40,
2023-02-15T03:30:06Z,2269,16,40,
2023-02-15T03:35:06Z,2270,16,40,
2023-02-15T03:40:05Z,2271,16,40,
2023-02-15T03:50:24Z,2272,16,40,39
2023-02-15T03:55:03Z,2273,16,40,
2023-02-15T04:00:03Z,2274,16,40,
2023-02-15T04:05:02Z,2275,16,40,
2023-02-15T04:10:02Z,2276,16,40,
2023-02-15T04:15:21Z,2277,16,40,
2023-02-15T04:20:01Z,2278,15,40,
2023-02-15T04:25:00Z,2279,15,40,
2023-02-15T04:30:20Z,2280,15,40,
2023-02-15T04:35:19Z,2281,15,40,
2023-02-15T04:39:58Z,2282,15,40,
2023-02-15T04:49:57Z,2283,15,40,39
2023-02-15T04:54:57Z,2284,15,40,
2023-02-15T05:00:16Z,2285,15,40,
2023-02-15T05:05:16Z,2286,15,40,
2023-02-15T05:10:16Z,2287,15,40,
2023-02-15T05:14:55Z,2288,15,40,
2023-02-15T05:20:14Z,2289,15,40,
2023-02-15T05:24:54Z,2290,15,40,
2023-02-15T05:29:53Z,2291,15,40,
2023-02-15T05:34:53Z,2292,15,40,
2023-02-15T05:39:52Z,2293,15,40,
2023-02-15T05:50:11Z,2294,15,40,39
2023-02-15T05:54:50Z,2295,15,40,
2023-02-15T06:00:10Z,2296,15,41,
2023-02-15T06:04:49Z,2297,15,41,
2023-02-15T06:09:49Z,2298,15,41,
2023-02-15T06:14:48Z,2299,15,41,
2023-02-15T06:20:08Z,2300,15,41,
2023-02-15T06:25:07Z,2301,15,40,
2023-02-15T06:29:47Z,2302,15,41,
2023-02-15T06:34:46Z,2303,15,41,
2023-02-15T06:39:46Z,2304,15,41,
2023-02-15T06:44:45Z,2305,15,41,
2023-02-15T06:50:05Z,2306,15,41,
2023-02-15T06:54:45Z,2307,15,41,
2023-02-15T06:59:44Z,2308,15,41,
2023-02-15T07:04:44Z,2309,15,41,
2023-02-15T07:09:43Z,2310,15,41,
2023-02-15T07:14:43Z,2311,15,41,
2023-02-15T07:19:42Z,2312,15,40,
2023-02-15T07:25:02Z,2313,15,41,
2023-02-15T07:30:01Z,2314,15,40,
2023-02-15T07:35:01Z,2315,15,41,
2023-02-15T07:40:00Z,2316,15,41,
2023-02-15T07:45:00Z,2317,15,41,
2023-02-15T07:49:39Z,2318,15,41,
2023-02-15T07:54:39Z,2319,15,41,
2023-02-15T07:59:59Z,2320,15,41,
2023-02-15T08:04:38Z,2321,15,41,
2023-02-15T08:09:58Z,2322,15,42,
2023-02-15T08:14:38Z,2323,15,43,
2023-02-15T08:19:38Z,2324,15,43,
2023-02-15T08:24:37Z,2325,15,43,
2023-02-15T08:29:37Z,2326,15,43,
2023-02-15T08:34:57Z,2327,16,42,
2023-02-15T08:39:56Z,2328,16,42,
2023-02-15T08:44:36Z,2329,16,42,
2023-02-15T08:49:35Z,2330,16,41,
2023-02-15T08:54:55Z,2331,16,42,
2023-02-15T08:59:35Z,2332,16,41,
2023-02-15T09:04:34Z,2333,17,41,
2023-02-15T09:10:34Z,2334,17,42,
2023-02-15T09:14:53Z,2335,17,41,
2023-02-15T09:19:33Z,2336,17,42,
2023-02-15T09:24:32Z,2337,17,41,
2023-02-15T09:29:52Z,2338,17,41,
2023-02-15T09:34:51Z,2339,17,40,
2023-02-15T09:39:31Z,2340,18,41,
2023-02-15T09:44:30Z,2341,18,40,
2023-02-15T09:49:50Z,2342,18,41,
2023-02-15T09:54:30Z,2343,18,40,
2023-02-15T09:59:49Z,2344,18,40,
2023-02-15T10:04:29Z,2345,18,41,
2023-02-15T10:09:28Z,2346,18,40,
2023-02-15T10:14:28Z,2347,18,41,
2023-02-15T10:19:27Z,2348,18,41,
2023-02-15T10:24:27Z,2349,18,41,
2023-02-15T10:29:27Z,2350,18,41,
2023-02-15T10:34:26Z,2351,18,41,
2023-02-15T10:39:46Z,2352,18,40,
2023-02-15T10:44:25Z,2353,18,41,
2023-02-15T10:49:45Z,2354,18,41,
2023-02-15T10:54:25Z,2355,19,41,
2023-02-15T10:59:24Z,2356,19,41,
2023-02-15T11:04:24Z,2357,19,42,
2023-02-15T11:09:23Z,2358,19,42,
2023-02-15T11:14:23Z,2359,19,42,
2023-02-15T11:20:03Z,2360,19,41,
2023-02-15T11:24:42Z,2361,19,41,
2023-02-15T11:29:42Z,2362,19,42,
2023-02-15T11:34:21Z,2363,19,42,
2023-02-15T11:39:21Z,2364,19,37,
2023-02-15T11:44:40Z,2365,19,37,
2023-02-15T11:49:40Z,2366,19,37,
2023-02-15T11:54:39Z,2367,19,37,
2023-02-15T11:59:39Z,2368,19,40,
2023-02-15T12:04:18Z,2369,19,39,
2023-02-15T12:09:37Z,2370,19,40,
2023-02-15T12:14:37Z,2371,19,41,
2023-02-15T12:19:37Z,2372,19,41,
2023-02-15T12:24:36Z,2373,19,40,
2023-02-15T12:29:16Z,2374,19,39,
2023-02-15T12:34:35Z,2375,19,39,
2023-02-15T12:39:15Z,2376,19,40,
2023-02-15T12:44:34Z,2377,19,40,
2023-02-15T12:49:34Z,2378,19,40,
2023-02-15T12:54:13Z,2379,19,40,
2023-02-15T12:59:33Z,2380,20,41,
2023-02-15T13:04:33Z,2381,20,38,
2023-02-15T13:09:32Z,2382,20,38,
2023-02-15T13:14:32Z,2383,20,36,
2023-02-15T13:19:32Z,2384,20,37,
2023-02-15T13:24:11Z,2385,20,39,
2023-02-15T13:29:30Z,2386,20,39,
2023-02-15T13:34:10Z,2387,20,39,
2023-02-15T13:39:10Z,2388,20,40,
2023-02-15T13:44:09Z,2389,20,38,
2023-02-15T13:49:09Z,2390,20,39,
2023-02-15T13:54:28Z,2391,20,39,
2023-02-15T13:59:08Z,2392,20,39,
2023-02-15T14:04:07Z,2393,20,38,
2023-02-15T14:09:07Z,2394,20,39,
2023-02-15T14:14:26Z,2395,20,39,
2023-02-15T14:19:06Z,2396,20,38,
