timestamp,field1,field2,field3,total_kW
2023-02-16 14:23:00,646.2664233576643,440.8759124087591,385.43065693430657,1.47257299270073
2023-02-16 14:53:00,127.22304832713755,179.54646840148698,729.0557620817843,1.035825278810409
2023-02-16 15:23:00,126.73188405797102,261.1050724637681,726.9311594202899,1.114768115942029
2023-02-16 15:53:00,137.57950530035336,461.1448763250883,726.5547703180212,1.3252791519434628
2023-02-16 16:23:00,143.54243542435424,448.97047970479707,727.3284132841328,1.3198413284132842
2023-02-16 16:53:00,130.02846975088968,367.2491103202847,117.87544483985765,0.6151530249110321
2023-02-16 17:23:00,134.5627240143369,166.67025089605735,58.13620071684588,0.35936917562724013
2023-02-16 17:53:00,300.6617647058824,328.0625,53.82720588235294,0.6825514705882354
2023-02-16 18:23:00,785.9094202898551,559.5217391304348,58.09782608695652,1.4035289855072466
2023-02-16 18:53:00,391.8050541516246,567.2382671480144,55.86281588447653,1.0149061371841155
2023-02-16 19:23:00,370.18050541516243,539.6028880866426,57.53429602888087,0.9673176895306859
2023-02-16 19:53:00,328.6892857142857,380.825,57.125,0.7666392857142857
2023-02-16 20:23:00,136.5962962962963,171.32592592592593,65.44074074074074,0.37336296296296295
2023-02-16 20:53:00,129.76258992805757,169.2841726618705,600.8309352517986,0.8998776978417267
2023-02-16 21:23:00,131.956678700361,171.4404332129964,600.9494584837545,0.904346570397112
2023-02-16 21:53:00,158.88888888888889,168.168458781362,599.3189964157706,0.9263763440860215
2023-02-16 22:23:00,130.65454545454546,172.92363636363638,601.3309090909091,0.904909090909091
2023-02-16 22:53:00,497.0613718411552,174.75812274368232,597.7075812274368,1.2695270758122743
2023-02-16 23:23:00,138.3992673992674,177.42124542124543,598.7362637362637,0.9145567765567765
2023-02-16 23:53:00,155.32481751824818,176.0985401459854,599.8540145985402,0.9312773722627737
2023-02-17 00:23:00,132.54578754578753,178.64102564102564,600.047619047619,0.9112344322344322
2023-02-17 00:53:00,132.8943661971831,176.99647887323943,601.8133802816901,0.9117042253521126
2023-02-17 01:23:00,141.72262773722628,177.0036496350365,600.470802919708,0.9191970802919708
2023-02-17 01:53:00,153.25631768953068,174.8880866425993,600.2166064981949,0.9283610108303249
2023-02-17 02:23:00,133.78339350180505,178.25992779783394,600.2779783393502,0.9123212996389891
2023-02-17 02:53:00,133.66787003610108,177.4332129963899,600.2238267148015,0.9113249097472924
2023-02-17 03:23:00,144.7992700729927,177.8941605839416,597.5474452554745,0.9202408759124088
2023-02-17 03:53:00,151.06159420289856,177.42391304347825,597.3876811594203,0.925873188405797
2023-02-17 04:23:00,135.0108695652174,180.85507246376812,596.8007246376811,0.9126666666666666
2023-02-17 04:53:00,236.27436823104694,136.5595667870036,648.3574007220217,1.0211913357400721
2023-02-17 05:23:00,418.1152416356877,94.54275092936803,612.7881040892194,1.1254460966542752
2023-02-17 05:53:00,148.6594982078853,93.58064516129032,622.6702508960574,0.864910394265233
2023-02-17 06:23:00,133.8021582733813,96.35971223021583,531.0071942446043,0.7611690647482015
2023-02-17 06:53:00,694.8467153284671,155.7080291970803,485.514598540146,1.3360693430656934
2023-02-17 07:23:00,2477.536121673004,950.1596958174905,291.42585551330797,3.7191216730038024
2023-02-17 07:53:00,1303.2574626865671,963.7835820895523,60.41044776119403,2.3274514925373135
2023-02-17 08:23:00,1112.9664179104477,834.2649253731344,470.9776119402985,2.418208955223881
2023-02-17 08:53:00,1575.6304347826087,162.8586956521739,577.4673913043479,2.3159565217391305
2023-02-17 09:23:00,1254.8880597014925,165.2462686567164,508.94029850746267,1.9290746268656718
2023-02-17 09:53:00,1599.848148148148,418.1666666666667,934.0925925925926,2.9521074074074076
2023-02-17 10:23:00,1802.4324324324325,498.55598455598454,536.1081081081081,2.8370965250965257
2023-02-17 10:53:00,1270.2047244094488,392.6968503937008,326.74015748031496,1.9896417322834645
2023-02-17 11:23:00,1920.794776119403,156.0820895522388,227.02985074626866,2.3039067164179103
2023-02-17 11:53:00,911.6945454545455,162.01818181818183,345.5527272727273,1.4192654545454546
2023-02-17 12:23:00,887.8629629629629,163.22962962962964,63.57037037037037,1.114662962962963
2023-02-17 12:53:00,463.23636363636365,165.90545454545455,61.46545454545455,0.6906072727272727
2023-02-17 13:23:00,126.42222222222222,169.24814814814815,61.21111111111111,0.3568814814814815
2023-02-17 13:53:00,540.8357664233577,167.36861313868613,63.441605839416056,0.7716459854014598
2023-02-17 14:23:00,140.43014705882354,167.9485294117647,60.74264705882353,0.3691213235294118
2023-02-17 14:53:00,136.13432835820896,169.01492537313433,62.03731343283582,0.36718656716417913
2023-02-17 15:23:00,125.27838827838828,171.32967032967034,64.9047619047619,0.3615128205128206
2023-02-17 15:53:00,123.89855072463769,167.05072463768116,515.9311594202899,0.8068804347826087
2023-02-17 16:23:00,181.36559139784947,164.8279569892473,680.8709677419355,1.0270645161290322
2023-02-17 16:53:00,128.8695652173913,163.9963768115942,574.231884057971,0.8670978260869565
2023-02-17 17:23:00,290.58029197080293,677.456204379562,485.8065693430657,1.4538430656934307
2023-02-17 17:53:00,781.8218181818182,525.069090909091,171.0,1.4778909090909091
2023-02-17 18:23:00,447.85,542.4821428571429,58.11071428571429,1.0484428571428572
2023-02-17 18:53:00,430.20652173913044,505.7355072463768,58.85507246376812,0.9947971014492754
2023-02-17 19:23:00,522.0216606498195,478.2635379061372,61.061371841155236,1.0613465703971119
2023-02-17 19:53:00,532.6964285714286,650.2535714285714,61.15357142857143,1.2441035714285713
2023-02-17 20:23:00,503.0758122743682,606.3537906137184,61.69314079422383,1.1711227436823106
