timestamp,temperature,windspeed,rh
2023-03-14T15:20Z,5,5,57
2023-03-14T15:50Z,5,6,57
2023-03-14T16:20Z,4,5,61
2023-03-14T16:50Z,5,5,53
2023-03-14T17:20Z,5,2,45
2023-03-14T17:50Z,5,1,57
2023-03-14T18:20Z,2,3,65
2023-03-14T18:50Z,1,3,70
2023-03-14T19:20Z,0,1,75
2023-03-14T19:50Z,-1,7,80
2023-03-14T20:20Z,-1,6,80
2023-03-14T21:20Z,-2,1,86
2023-03-15T00:50Z,-2,9,86
2023-03-15T01:20Z,-3,8,93
2023-03-15T01:50Z,-4,8,86
2023-03-15T02:20Z,-2,6,86
2023-03-15T02:50Z,-2,6,86
2023-03-15T03:20Z,-3,6,86
2023-03-15T03:50Z,-3,6,86
2023-03-15T04:20Z,-2,5,80
2023-03-15T04:50Z,-4,2,86
2023-03-15T05:20Z,-5,2,93
2023-03-15T05:50Z,-5,2,93
2023-03-15T06:20Z,-2,5,86
2023-03-15T06:50Z,-1,6,80
2023-03-15T07:20Z,0,5,75
2023-03-15T07:50Z,0,8,80
2023-03-15T08:20Z,0,7,87
2023-03-15T08:50Z,1,8,81
2023-03-15T09:20Z,1,6,81
2023-03-15T09:50Z,2,5,75
2023-03-15T10:20Z,3,7,75
2023-03-15T10:50Z,3,13,81
2023-03-15T11:20Z,4,9,75
2023-03-15T11:50Z,4,8,75
2023-03-15T12:20Z,4,7,75
2023-03-15T12:50Z,5,6,76
2023-03-15T13:20Z,5,9,70
2023-03-15T13:50Z,5,8,76
2023-03-15T14:20Z,5,9,76
2023-03-15T14:50Z,5,7,76
2023-03-15T15:20Z,5,7,76
2023-03-15T15:50Z,5,7,70
2023-03-15T16:20Z,5,5,70
2023-03-15T16:50Z,5,3,70
2023-03-15T17:20Z,5,9,70
2023-03-15T17:50Z,4,9,87
2023-03-15T18:20Z,4,10,87
2023-03-16T00:50Z,3,7,93
2023-03-16T01:20Z,3,8,93
2023-03-16T02:20Z,4,7,93
2023-03-16T02:50Z,4,7,93
2023-03-16T04:20Z,4,5,93
2023-03-16T04:50Z,4,5,93
2023-03-16T05:20Z,4,5,93
2023-03-16T05:50Z,4,5,100
2023-03-16T06:20Z,4,3,100
2023-03-16T06:50Z,4,2,100
2023-03-16T07:20Z,4,1,100
2023-03-16T08:20Z,5,6,100
2023-03-16T08:50Z,6,6,93
2023-03-16T09:20Z,6,5,93
2023-03-16T09:50Z,6,5,93
2023-03-16T10:20Z,6,5,100
2023-03-16T10:50Z,7,6,100
2023-03-16T11:20Z,9,3,100
2023-03-16T11:50Z,12,13,88
2023-03-16T12:20Z,13,16,82
2023-03-16T12:50Z,13,18,77
2023-03-16T13:20Z,13,18,82
2023-03-16T13:50Z,13,17,82
2023-03-16T14:20Z,13,18,82
2023-03-16T14:50Z,12,17,82
2023-03-16T15:20Z,13,15,82
2023-03-16T15:50Z,13,18,77
2023-03-16T16:20Z,12,14,82
2023-03-16T16:50Z,12,15,82
2023-03-16T17:20Z,12,16,82
2023-03-16T17:50Z,12,14,82
2023-03-16T18:20Z,11,13,88
2023-03-16T19:20Z,11,15,88
2023-03-16T19:50Z,11,16,88
2023-03-16T20:20Z,10,14,88
2023-03-16T20:50Z,10,14,88
2023-03-17T00:50Z,9,10,87
2023-03-17T01:20Z,8,8,93
2023-03-17T01:50Z,8,6,87
2023-03-17T02:20Z,8,8,93
2023-03-17T02:50Z,9,13,87
2023-03-17T03:20Z,8,9,87
2023-03-17T03:50Z,9,10,87
2023-03-17T04:20Z,8,8,93
2023-03-17T04:50Z,9,7,82
2023-03-17T05:20Z,8,3,87
2023-03-17T05:50Z,8,2,93
2023-03-17T06:20Z,8,2,93
2023-03-17T06:50Z,9,3,87
2023-03-17T07:20Z,9,6,94
2023-03-17T08:20Z,11,9,82
2023-03-17T08:50Z,11,8,82
2023-03-17T09:20Z,11,8,82
2023-03-17T09:50Z,11,10,82
2023-03-17T10:20Z,12,13,77
2023-03-17T10:50Z,12,8,77
2023-03-17T11:20Z,12,9,77
2023-03-17T11:50Z,13,13,72
2023-03-17T12:20Z,13,13,72
2023-03-17T12:50Z,13,14,72
2023-03-17T13:20Z,13,14,72
2023-03-17T13:50Z,13,10,67
2023-03-17T14:20Z,13,12,72
2023-03-17T15:20Z,12,12,77
2023-03-17T15:50Z,13,6,72
2023-03-17T16:20Z,12,3,82
2023-03-17T16:50Z,11,3,88
2023-03-17T17:20Z,12,2,82
2023-03-17T17:50Z,12,5,77
2023-03-17T18:20Z,10,2,88
2023-03-17T18:50Z,10,6,88
2023-03-17T19:20Z,9,5,87
2023-03-18T00:50Z,7,2,100
2023-03-18T01:20Z,7,5,100
2023-03-18T02:20Z,7,5,93
2023-03-18T02:50Z,7,6,100
2023-03-18T03:20Z,7,6,100
2023-03-18T03:50Z,7,5,100
2023-03-18T04:20Z,7,7,100
2023-03-18T04:50Z,7,7,100
2023-03-18T05:50Z,7,9,93
2023-03-18T06:20Z,7,6,93
2023-03-18T06:50Z,7,7,93
2023-03-18T07:20Z,7,5,100
2023-03-18T07:50Z,7,5,100
2023-03-18T08:20Z,7,5,100
2023-03-18T08:50Z,8,6,100
2023-03-18T09:20Z,8,5,100
2023-03-18T09:50Z,8,6,100
2023-03-18T10:20Z,8,6,100
2023-03-18T10:50Z,8,7,100
2023-03-18T11:20Z,8,7,100
2023-03-18T11:50Z,9,7,94
2023-03-18T12:50Z,10,6,94
2023-03-18T13:20Z,12,6,88
2023-03-18T14:20Z,14,14,72
2023-03-18T14:50Z,14,13,72
2023-03-18T15:20Z,14,14,72
2023-03-18T15:50Z,14,13,72
2023-03-18T16:20Z,13,15,72
2023-03-18T16:50Z,10,16,82
2023-03-18T17:20Z,9,13,87
2023-03-18T17:50Z,8,15,87
2023-03-18T18:20Z,8,12,82
2023-03-18T18:50Z,8,12,82
2023-03-18T19:20Z,7,12,87
2023-03-18T19:50Z,7,10,87
2023-03-18T20:20Z,7,10,87
2023-03-19T00:50Z,5,9,93
2023-03-19T01:20Z,5,9,93
2023-03-19T01:50Z,4,8,93
2023-03-19T02:50Z,4,6,93
2023-03-19T03:50Z,4,7,93
2023-03-19T04:20Z,4,3,93
2023-03-19T04:50Z,4,5,93
2023-03-19T05:20Z,4,7,93
2023-03-19T05:50Z,4,6,93
2023-03-19T06:20Z,3,7,100
2023-03-19T06:50Z,4,6,93
2023-03-19T07:20Z,5,5,93
2023-03-19T07:50Z,6,8,93
2023-03-19T08:20Z,6,7,93
2023-03-19T08:50Z,8,6,87
2023-03-19T09:20Z,8,9,87
2023-03-19T10:20Z,9,7,76
2023-03-19T10:50Z,9,6,76
2023-03-19T11:20Z,9,7,76
2023-03-19T11:50Z,10,7,71
2023-03-19T12:20Z,9,8,71
2023-03-19T12:50Z,10,9,67
2023-03-19T13:20Z,11,12,58
2023-03-19T13:50Z,10,10,67
2023-03-19T14:20Z,10,12,62
2023-03-19T14:50Z,10,9,62
2023-03-19T15:20Z,10,9,62
2023-03-19T15:50Z,10,12,62
2023-03-19T16:20Z,10,12,62
2023-03-19T16:50Z,9,10,66
2023-03-19T17:20Z,9,9,66
2023-03-19T17:50Z,8,8,71
2023-03-19T18:20Z,8,6,71
2023-03-19T18:50Z,7,5,81
2023-03-19T19:20Z,7,3,87
2023-03-19T20:20Z,7,5,87
